Club,Last Name,First Name,Pos,Base Salary,Compensation,Year,Team,uniquename
SKC,Thomas,Michael,M,55000.0,57963.0,2012,Sporting Kansas City,Thomas_Michael
SKC,Warzycha,Konrad,M,33750.0,33750.0,2012,Sporting Kansas City,Warzycha_Konrad
SKC,Zusi,Graham,M-F,105000.0,138812.0,2012,Sporting Kansas City,Zusi_Graham
SKC,Besler,Matt,D,180000.0,180000.0,2013,Sporting Kansas City,Besler_Matt
SKC,Bessone,Federico,D,46500.0,46500.0,2013,Sporting Kansas City,Bessone_Federico
SKC,Bieler,Claudio,F,200000.0,200000.0,2013,Sporting Kansas City,Bieler_Claudio
SKC,Bunbury,Teal,F,110000.0,208000.0,2013,Sporting Kansas City,Bunbury_Teal
SKC,Collin,Aurelien,D,250000.0,256250.0,2013,Sporting Kansas City,Collin_Aurelien
SKC,Duke,Christian,D,35125.0,35125.0,2013,Sporting Kansas City,Duke_Christian
SKC,Dwyer,Dom,F,65000.0,77500.0,2013,Sporting Kansas City,Dwyer_Dom
SKC,Ellis,Kevin,D,46500.0,47250.0,2013,Sporting Kansas City,Ellis_Kevin
SKC,Feilhaber,Benny,M,300000.0,312187.0,2013,Sporting Kansas City,Feilhaber_Benny
SKC,Gardner,Joshua,M,60000.0,60000.0,2013,Sporting Kansas City,Gardner_Joshua
SKC,Joseph,Peterson,M,46500.0,46500.0,2013,Sporting Kansas City,Joseph_Peterson
SKC,Kempin,Jonathan,GK,60000.0,67083.0,2013,Sporting Kansas City,Kempin_Jonathan
SKC,Kronberg,Eric,GK,76835.0,76835.0,2013,Sporting Kansas City,Kronberg_Eric
SKC,Lopez,Mikey,M,75000.0,147000.0,2013,Sporting Kansas City,Lopez_Mikey
SKC,Mechack,Jerome,D,35125.0,35125.0,2013,Sporting Kansas City,Mechack_Jerome
SKC,Medranda,Jimmy,M,35125.0,35125.0,2013,Sporting Kansas City,Medranda_Jimmy
SKC,Miller,Kyle,M,35125.0,35125.0,2013,Sporting Kansas City,Miller_Kyle
SKC,Myers,Chance,D-M,105000.0,120666.0,2013,Sporting Kansas City,Myers_Chance
SKC,Nagamura,Paulo,M,265000.0,270500.0,2013,Sporting Kansas City,Nagamura_Paulo
SKC,Nielsen,Jimmy,GK,200000.0,220000.0,2013,Sporting Kansas City,Nielsen_Jimmy
SKC,Olum,Lawrence,D-M,46500.0,46500.0,2013,Sporting Kansas City,Olum_Lawrence
SKC,Opara,Ike,D,90000.0,96250.0,2013,Sporting Kansas City,Opara_Ike
SKC,Palmer-Brown,Erik,D,35125.0,35625.0,2013,Sporting Kansas City,Palmer-Brown_Erik
SKC,Peterson,Jacob,F,100000.0,104833.0,2013,Sporting Kansas City,Peterson_Jacob
SKC,Rosell,Oriol,M,110000.0,118750.0,2013,Sporting Kansas City,Rosell_Oriol
SKC,Ruiz,Brendan,D,35125.0,35125.0,2013,Sporting Kansas City,Ruiz_Brendan
SKC,Saad,Soony,F,46500.0,46500.0,2013,Sporting Kansas City,Saad_Soony
SKC,Sapong,CJ,F,75000.0,92000.0,2013,Sporting Kansas City,Sapong_CJ
SKC,Sinovic,Seth,D-M,90000.0,96750.0,2013,Sporting Kansas City,Sinovic_Seth
SKC,Zusi,Graham,M-F,350000.0,383250.0,2013,Sporting Kansas City,Zusi_Graham
SKC,Besler,Matt,D,600000.0,633250.0,2014,Sporting Kansas City,Besler_Matt
SKC,Bieler,Claudio,F,225000.0,225000.0,2014,Sporting Kansas City,Bieler_Claudio
SKC,Claros,Jorge,M,90000.0,90000.0,2014,Sporting Kansas City,Claros_Jorge
SKC,Collin,Aurelien,D,275000.0,281250.0,2014,Sporting Kansas City,Collin_Aurelien
SKC,Dovale,Toni,D,180000.0,185000.0,2014,Sporting Kansas City,Dovale_Toni
SKC,Duke,Christian,D,36500.0,36500.0,2014,Sporting Kansas City,Duke_Christian
SKC,Dwyer,Dom,F,80000.0,92500.0,2014,Sporting Kansas City,Dwyer_Dom
SKC,Ellis,Kevin,D,48825.0,49575.0,2014,Sporting Kansas City,Ellis_Kevin
SKC,Feilhaber,Benny,M,325000.0,337187.0,2014,Sporting Kansas City,Feilhaber_Benny
SKC,Gruenebaum,Andy,GK,85000.0,85000.0,2014,Sporting Kansas City,Gruenebaum_Andy
SKC,Juliao,Igor,D,48500.0,48500.0,2014,Sporting Kansas City,Juliao_Igor
SKC,Kafari,Michael,M,36504.0,36504.0,2014,Sporting Kansas City,Kafari_Michael
SKC,Kempin,Jonathan,GK,70000.0,77083.0,2014,Sporting Kansas City,Kempin_Jonathan
SKC,Kronberg,Eric,GK,120000.0,120000.0,2014,Sporting Kansas City,Kronberg_Eric
SKC,Lopez,Mikey,M,85000.0,157000.0,2014,Sporting Kansas City,Lopez_Mikey
SKC,Medranda,Jimmy,M,48504.0,48504.0,2014,Sporting Kansas City,Medranda_Jimmy
SKC,Munoz,Victor,M,36504.0,36504.0,2014,Sporting Kansas City,Munoz_Victor
SKC,Myers,Chance,D-M,160000.0,185000.0,2014,Sporting Kansas City,Myers_Chance
SKC,Nagamura,Paulo,M,220000.0,220000.0,2014,Sporting Kansas City,Nagamura_Paulo
SKC,Olum,Lawrence,D-M,48825.0,48825.0,2014,Sporting Kansas City,Olum_Lawrence
SKC,Opara,Ike,D,97500.0,103750.0,2014,Sporting Kansas City,Opara_Ike
SKC,Palmer-Brown,Erik,D,48500.0,49000.0,2014,Sporting Kansas City,Palmer-Brown_Erik
SKC,Peterson,Jacob,F,110000.0,114833.0,2014,Sporting Kansas City,Peterson_Jacob
SKC,Saad,Soony,F,51150.0,51150.0,2014,Sporting Kansas City,Saad_Soony
SKC,Sapong,CJ,F,95000.0,112000.0,2014,Sporting Kansas City,Sapong_CJ
SKC,Sinovic,Seth,D-M,125000.0,131750.0,2014,Sporting Kansas City,Sinovic_Seth
SKC,Steuble,Martin,M,120000.0,120000.0,2014,Sporting Kansas City,Steuble_Martin
SKC,Zizzo,Sal,F,77000.0,91045.0,2014,Sporting Kansas City,Zizzo_Sal
SKC,Zusi,Graham,M-F,600000.0,631388.0,2014,Sporting Kansas City,Zusi_Graham
SKC,Abdul-Salaam,Saad,D,60000.0,73750.0,2015,Sporting Kansas City,Abdul-Salaam_Saad
SKC,Anibaba,Jalil,D,120000.0,150000.0,2015,Sporting Kansas City,Anibaba_Jalil
SKC,Anor,Bernardo,M,135000.0,135000.0,2015,Sporting Kansas City,Anor_Bernardo
SKC,Besler,Matt,D,650000.0,683250.0,2015,Sporting Kansas City,Besler_Matt
SKC,de Jong,Marcel,D,180000.0,191500.0,2015,Sporting Kansas City,de Jong_Marcel
SKC,Dia,Amadou,D,50000.0,50000.0,2015,Sporting Kansas City,Dia_Amadou
SKC,Dwyer,Dom,F,400000.0,518750.0,2015,Sporting Kansas City,Dwyer_Dom
SKC,Ellis,Kevin,D,60000.0,63150.0,2015,Sporting Kansas City,Ellis_Kevin
SKC,Espinoza,Roger,M,750000.0,750000.0,2015,Sporting Kansas City,Espinoza_Roger
SKC,Feilhaber,Benny,M,350000.0,362187.0,2015,Sporting Kansas City,Feilhaber_Benny
SKC,Hallisey,Connor,M,60000.0,73750.0,2015,Sporting Kansas City,Hallisey_Connor
SKC,Kempin,Jonathan,GK,85000.0,92083.0,2015,Sporting Kansas City,Kempin_Jonathan
SKC,Lopez,Mikey,M,100000.0,172000.0,2015,Sporting Kansas City,Lopez_Mikey
SKC,Medranda,Jimmy,M,60000.0,60000.0,2015,Sporting Kansas City,Medranda_Jimmy
SKC,Melia,Tim,GK,80000.0,84203.0,2015,Sporting Kansas City,Melia_Tim
SKC,Mustivar,Soni,M,250000.0,250000.0,2015,Sporting Kansas City,Mustivar_Soni
SKC,Myers,Chance,D-M,170000.0,195000.0,2015,Sporting Kansas City,Myers_Chance
SKC,Nagamura,Paulo,M,230000.0,230000.0,2015,Sporting Kansas City,Nagamura_Paulo
SKC,Nemeth,Krisztian,F,250000.0,250000.0,2015,Sporting Kansas City,Nemeth_Krisztian
SKC,Okugo,Amobi,M,275000.0,300000.0,2015,Sporting Kansas City,Okugo_Amobi
SKC,Opara,Ike,D,115000.0,121250.0,2015,Sporting Kansas City,Opara_Ike
SKC,Palmer-Brown,Erik,D,60000.0,60500.0,2015,Sporting Kansas City,Palmer-Brown_Erik
SKC,Peterson,Jacob,F,123500.0,130375.0,2015,Sporting Kansas City,Peterson_Jacob
SKC,Quintilla,Jordi,M,50000.0,59525.0,2015,Sporting Kansas City,Quintilla_Jordi
SKC,Sinovic,Seth,D-M,140000.0,146750.0,2015,Sporting Kansas City,Sinovic_Seth
SKC,Zusi,Graham,M-F,650000.0,682102.0,2015,Sporting Kansas City,Zusi_Graham
SKC,Abdul-Salaam,Saad,D,63000.0,76750.0,2016,Sporting Kansas City,Abdul-Salaam_Saad
SKC,Alvarado,Ever,D,51500.0,75166.0,2016,Sporting Kansas City,Alvarado_Ever
SKC,Anor,Bernardo,M,132624.0,132624.0,2016,Sporting Kansas City,Anor_Bernardo
SKC,Appiah,Emmanuel,M,51499.0,51499.0,2016,Sporting Kansas City,Appiah_Emmanuel
SKC,Besler,Matt,D,700000.0,733250.0,2016,Sporting Kansas City,Besler_Matt
SKC,Coelho,Nuno,D,275000.0,412500.0,2016,Sporting Kansas City,Coelho_Nuno
SKC,Davis,Brad,M,355000.0,355000.0,2016,Sporting Kansas City,Davis_Brad
SKC,Dwyer,Dom,F,500000.0,618750.0,2016,Sporting Kansas City,Dwyer_Dom
SKC,Ellis,Kevin,D,72000.0,75150.0,2016,Sporting Kansas City,Ellis_Kevin
SKC,Espinoza,Roger,M,800000.0,800000.0,2016,Sporting Kansas City,Espinoza_Roger
SKC,Feilhaber,Benny,M,400000.0,412187.0,2016,Sporting Kansas City,Feilhaber_Benny
SKC,Hallisey,Connor,M,63000.0,76750.0,2016,Sporting Kansas City,Hallisey_Connor
SKC,Joya,Benjamin,M,51504.0,51504.0,2016,Sporting Kansas City,Joya_Benjamin
SKC,Kann,Alec,GK,63000.0,63000.0,2016,Sporting Kansas City,Kann_Alec
SKC,Kempin,Jonathan,GK,82750.0,82750.0,2016,Sporting Kansas City,Kempin_Jonathan
SKC,Mapp,Justin,M,224070.0,239070.0,2016,Sporting Kansas City,Mapp_Justin
SKC,Medranda,Jimmy,D,63000.0,63000.0,2016,Sporting Kansas City,Medranda_Jimmy
SKC,Melia,Tim,GK,150000.0,152500.0,2016,Sporting Kansas City,Melia_Tim
SKC,Mustivar,Soni,M,200000.0,200000.0,2016,Sporting Kansas City,Mustivar_Soni
SKC,Myers,Chance,D,200000.0,225000.0,2016,Sporting Kansas City,Myers_Chance
SKC,Nagamura,Paulo,M,225000.0,225000.0,2016,Sporting Kansas City,Nagamura_Paulo
SKC,Olum,Lawrence,M,105000.0,115000.0,2016,Sporting Kansas City,Olum_Lawrence
SKC,Opara,Ike,D,125000.0,131250.0,2016,Sporting Kansas City,Opara_Ike
SKC,Palmer-Brown,Erik,D,65000.0,65500.0,2016,Sporting Kansas City,Palmer-Brown_Erik
SKC,Peterson,Jacob,F,137750.0,144625.0,2016,Sporting Kansas City,Peterson_Jacob
SKC,Porter,Cameron,F,62500.0,69750.0,2016,Sporting Kansas City,Porter_Cameron
SKC,Rubio Kostner,Diego,F,180000.0,196875.0,2016,Sporting Kansas City,Rubio Kostner_Diego
SKC,Salloi,Daniel,F,51500.0,51500.0,2016,Sporting Kansas City,Salloi_Daniel
SKC,Sinovic,Seth,D,105000.0,112666.0,2016,Sporting Kansas City,Sinovic_Seth
SKC,Zusi,Graham,M,700000.0,732102.0,2016,Sporting Kansas City,Zusi_Graham
SKC,Abdul-Salaam,Saad,D,96800.0,110550.0,2017,Sporting Kansas City,Abdul-Salaam_Saad
SKC,Belmar,Kharlton,F,65004.0,65004.0,2017,Sporting Kansas City,Belmar_Kharlton
SKC,Besler,Matt,D,725000.0,758250.0,2017,Sporting Kansas City,Besler_Matt
SKC,Blessing,Latif,F,65004.0,74379.0,2017,Sporting Kansas City,Blessing_Latif
SKC,Busio,Gianluca,F,53004.0,55504.0,2017,Sporting Kansas City,Busio_Gianluca
SKC,Didic,Amer,D,53004.0,53004.0,2017,Sporting Kansas City,Didic_Amer
SKC,Dykstra,Andrew,GK,80004.0,87654.0,2017,Sporting Kansas City,Dykstra_Andrew
SKC,Ellis,Kevin,D,140004.0,148337.0,2017,Sporting Kansas City,Ellis_Kevin
SKC,Espinoza,Roger,M,850000.0,850000.0,2017,Sporting Kansas City,Espinoza_Roger
SKC,Feilhaber,Benny,M,600000.0,600000.0,2017,Sporting Kansas City,Feilhaber_Benny
SKC,Fernandes,Gerso,M-F,550008.0,591258.0,2017,Sporting Kansas City,Fernandes_Gerso
SKC,Iwasa,Cameron,F,65004.0,65004.0,2017,Sporting Kansas City,Iwasa_Cameron
SKC,Lobato,Cristian,M,180000.0,180000.0,2017,Sporting Kansas City,Lobato_Cristian
SKC,Medranda,Jimmy,D,130008.0,130008.0,2017,Sporting Kansas City,Medranda_Jimmy
SKC,Melia,Tim,GK,165000.0,167500.0,2017,Sporting Kansas City,Melia_Tim
SKC,Musa,James,D-M,65004.0,65004.0,2017,Sporting Kansas City,Musa_James
SKC,Mustivar,Soni,M,200000.0,200000.0,2017,Sporting Kansas City,Mustivar_Soni
SKC,Oliveira,Kevin,M,65004.0,68337.0,2017,Sporting Kansas City,Oliveira_Kevin
SKC,Opara,Ike,D,150000.0,150000.0,2017,Sporting Kansas City,Opara_Ike
SKC,Palmer-Brown,Erik,D,75000.0,75500.0,2017,Sporting Kansas City,Palmer-Brown_Erik
SKC,Pasher,Tyler,D-M,53000.0,53000.0,2017,Sporting Kansas City,Pasher_Tyler
SKC,Porter,Cameron,F,65000.0,117500.0,2017,Sporting Kansas City,Porter_Cameron
SKC,Rubio Kostner,Diego,F,202000.0,218875.0,2017,Sporting Kansas City,Rubio Kostner_Diego
SKC,Saad,Soony,F,65004.0,65004.0,2017,Sporting Kansas City,Saad_Soony
SKC,Salloi,Daniel,F,53000.0,53000.0,2017,Sporting Kansas City,Salloi_Daniel
SKC,Sanchez,Ilie,M,300000.0,305000.0,2017,Sporting Kansas City,Sanchez_Ilie
SKC,Sinovic,Seth,D,125000.0,132666.0,2017,Sporting Kansas City,Sinovic_Seth
SKC,Storm,Colton,D,53004.0,53004.0,2017,Sporting Kansas City,Storm_Colton
SKC,Zendejas,Adrian,GK,53000.0,53000.0,2017,Sporting Kansas City,Zendejas_Adrian
SKC,Zusi,Graham,M,725000.0,757102.0,2017,Sporting Kansas City,Zusi_Graham
CHV,Arvizu,David,F,33000.0,40500.0,2007,Club Deportivo Chivas,Arvizu_David
CHV,Bornstein,Jonathan,D,57500.0,57500.0,2007,Club Deportivo Chivas,Bornstein_Jonathan
CHV,Brooks,Desmond,D,12900.0,12900.0,2007,Club Deportivo Chivas,Brooks_Desmond
CHV,Burling,Bobby,D-F,12900.0,12900.0,2007,Club Deportivo Chivas,Burling_Bobby
CHV,Burpo,Preston,GK,52491.0,52491.0,2007,Club Deportivo Chivas,Burpo_Preston
CHV,Cunliffe,John,F,30000.0,45000.0,2007,Club Deportivo Chivas,Cunliffe_John
CHV,Flores,Jorge,M,12900.0,13275.0,2007,Club Deportivo Chivas,Flores_Jorge
CHV,Galindo,Maykel,F,72500.0,72500.0,2007,Club Deportivo Chivas,Galindo_Maykel
CHV,Guzan,Brad,GK,52237.0,67237.0,2007,Club Deportivo Chivas,Guzan_Brad
CHV,Hamilton,Anthony,F,17700.0,17700.0,2007,Club Deportivo Chivas,Hamilton_Anthony
CHV,Hernandez,Jason,D,45000.0,45625.0,2007,Club Deportivo Chivas,Hernandez_Jason
CHV,Kljestan,Sacha,M,70000.0,103000.0,2007,Club Deportivo Chivas,Kljestan_Sacha
CHV,Llamosa,Carlos,D,84000.0,84000.0,2007,Club Deportivo Chivas,Llamosa_Carlos
CHV,Lopez,Rodrigo,M,17700.0,17700.0,2007,Club Deportivo Chivas,Lopez_Rodrigo
CHV,Marsch,Jesse,M,100000.0,109375.0,2007,Club Deportivo Chivas,Marsch_Jesse
CHV,Mendoza,Francisco,M,90000.0,93750.0,2007,Club Deportivo Chivas,Mendoza_Francisco
CHV,Merlin,Laurent,M,60000.0,60000.0,2007,Club Deportivo Chivas,Merlin_Laurent
CHV,Myers,Justin,GK,12900.0,12900.0,2007,Club Deportivo Chivas,Myers_Justin
CHV,Nagamura,Paulo,M,89250.0,89250.0,2007,Club Deportivo Chivas,Nagamura_Paulo
CHV,Nunez,Ramon,M,100000.0,118000.0,2007,Club Deportivo Chivas,Nunez_Ramon
CHV,Perez,Orlando,D,70000.0,70000.0,2007,Club Deportivo Chivas,Perez_Orlando
CHV,Razov,Ante,F,245000.0,248750.0,2007,Club Deportivo Chivas,Razov_Ante
CHV,Robles,Eder,D,12900.0,12900.0,2007,Club Deportivo Chivas,Robles_Eder
CHV,Solorzano,Erasmo,M,12900.0,12900.0,2007,Club Deportivo Chivas,Solorzano_Erasmo
CHV,Suarez,Claudio,D,146991.0,146991.0,2007,Club Deportivo Chivas,Suarez_Claudio
CHV,Thomas,Shavar,D,70000.0,73750.0,2007,Club Deportivo Chivas,Thomas_Shavar
CHV,Vaughn,Lawson,D,30000.0,30000.0,2007,Club Deportivo Chivas,Vaughn_Lawson
CHV,Zotinca,Alex,D,67500.0,68750.0,2007,Club Deportivo Chivas,Zotinca_Alex
CHV,Bornstein,Jonathan,D,77500.0,77500.0,2008,Club Deportivo Chivas,Bornstein_Jonathan
CHV,Braun,Justin,F,12900.0,12900.0,2008,Club Deportivo Chivas,Braun_Justin
CHV,Burling,Bobby,D,17700.0,17700.0,2008,Club Deportivo Chivas,Burling_Bobby
CHV,Chiles,Kraig,M,12900.0,12900.0,2008,Club Deportivo Chivas,Chiles_Kraig
CHV,Curtin,Jim,D,104004.0,104004.0,2008,Club Deportivo Chivas,Curtin_Jim
CHV,Ebert,Eric,D,12900.0,12900.0,2008,Club Deportivo Chivas,Ebert_Eric
CHV,Eskandarian,Alecko,F,123500.0,131041.0,2008,Club Deportivo Chivas,Eskandarian_Alecko
CHV,Ferreira,Dejair,M,96000.0,185230.0,2008,Club Deportivo Chivas,Ferreira_Dejair
CHV,Flores,Jorge,F,17700.0,17700.0,2008,Club Deportivo Chivas,Flores_Jorge
CHV,Galindo,Maykel,F,79750.0,79750.0,2008,Club Deportivo Chivas,Galindo_Maykel
CHV,Guzan,Brad,GK,88974.0,103974.0,2008,Club Deportivo Chivas,Guzan_Brad
CHV,Hamilton,Anthony,F,17700.0,17700.0,2008,Club Deportivo Chivas,Hamilton_Anthony
CHV,Harris,Atiba,F,57000.0,60000.0,2008,Club Deportivo Chivas,Harris_Atiba
CHV,Kennedy,Dan,GK,33000.0,33000.0,2008,Club Deportivo Chivas,Kennedy_Dan
CHV,Kljestan,Sacha,M,95000.0,128000.0,2008,Club Deportivo Chivas,Kljestan_Sacha
CHV,Marsch,Jesse,M,150000.0,159375.0,2008,Club Deportivo Chivas,Marsch_Jesse
CHV,Mayen,Gerson,M,12900.0,12900.0,2008,Club Deportivo Chivas,Mayen_Gerson
CHV,Mendoza,Francisco,M,105000.0,105000.0,2008,Club Deportivo Chivas,Mendoza_Francisco
CHV,Nagamura,Paulo,M,93712.0,93712.0,2008,Club Deportivo Chivas,Nagamura_Paulo
CHV,Nurse,Roberto,F,12900.0,12900.0,2008,Club Deportivo Chivas,Nurse_Roberto
CHV,Paladini,Daniel,M,12900.0,12900.0,2008,Club Deportivo Chivas,Paladini_Daniel
CHV,Parker,Lance,GK,12900.0,12900.0,2008,Club Deportivo Chivas,Parker_Lance
CHV,Razov,Ante,F,255000.0,258750.0,2008,Club Deportivo Chivas,Razov_Ante
CHV,Savage,Keith,F,12900.0,12900.0,2008,Club Deportivo Chivas,Savage_Keith
CHV,Suarez,Claudio,D,125000.0,137500.0,2008,Club Deportivo Chivas,Suarez_Claudio
CHV,Talley,Carey,D,105000.0,105000.0,2008,Club Deportivo Chivas,Talley_Carey
CHV,Thomas,Shavar,D,95000.0,98750.0,2008,Club Deportivo Chivas,Thomas_Shavar
CHV,Thornton,Zach,GK,50000.0,52500.0,2008,Club Deportivo Chivas,Thornton_Zach
CHV,Vaughn,Lawson,D,33000.0,33000.0,2008,Club Deportivo Chivas,Vaughn_Lawson
CHV,Victorine,Sasha,M,151250.0,153750.0,2008,Club Deportivo Chivas,Victorine_Sasha
CHV,Wicky,Raphael,M,149583.0,159583.0,2008,Club Deportivo Chivas,Wicky_Raphael
CHV,Zotinca,Alex,D,70875.0,72125.0,2008,Club Deportivo Chivas,Zotinca_Alex
CHV,Bornstein,Jonathan,D,90000.0,90000.0,2009,Club Deportivo Chivas,Bornstein_Jonathan
CHV,Braun,Justin,F,20100.0,20100.0,2009,Club Deportivo Chivas,Braun_Justin
CHV,Chijindu,Chukwudi,M,20100.0,20100.0,2009,Club Deportivo Chivas,Chijindu_Chukwudi
CHV,Conway,Jon,GK,36000.0,42125.0,2009,Club Deportivo Chivas,Conway_Jon
CHV,Cuesta,Yamith,D,36000.0,36000.0,2009,Club Deportivo Chivas,Cuesta_Yamith
CHV,Curtin,Jim,D,109204.0,109204.0,2009,Club Deportivo Chivas,Curtin_Jim
CHV,Flores,Jorge,F,34000.0,34000.0,2009,Club Deportivo Chivas,Flores_Jorge
CHV,Galindo,Maykel,F,87725.0,87725.0,2009,Club Deportivo Chivas,Galindo_Maykel
CHV,Harmse,Kevin,D-M,79200.0,79200.0,2009,Club Deportivo Chivas,Harmse_Kevin
CHV,Jazic,Ante,D,90000.0,98500.0,2009,Club Deportivo Chivas,Jazic_Ante
CHV,Kennedy,Dan,GK,50000.0,50000.0,2009,Club Deportivo Chivas,Kennedy_Dan
CHV,Kljestan,Sacha,M,170000.0,203000.0,2009,Club Deportivo Chivas,Kljestan_Sacha
CHV,Lahoud,Michael,M,36000.0,45375.0,2009,Club Deportivo Chivas,Lahoud_Michael
CHV,Lillingston,Eduardo,F,96000.0,96000.0,2009,Club Deportivo Chivas,Lillingston_Eduardo
CHV,Marsch,Jesse,M,165000.0,174375.0,2009,Club Deportivo Chivas,Marsch_Jesse
CHV,Mayen,Gerson,M,20100.0,20100.0,2009,Club Deportivo Chivas,Mayen_Gerson
CHV,Nagamura,Paulo,M,98398.0,98398.0,2009,Club Deportivo Chivas,Nagamura_Paulo
CHV,Padilla,Jesus Andres,F,36000.0,36000.0,2009,Club Deportivo Chivas,Padilla_Jesus Andres
CHV,Parker,Lance,GK,20100.0,20100.0,2009,Club Deportivo Chivas,Parker_Lance
CHV,Razov,Ante,F,140000.0,147750.0,2009,Club Deportivo Chivas,Razov_Ante
CHV,Santos,Maicon,F,84000.0,84000.0,2009,Club Deportivo Chivas,Santos_Maicon
CHV,Saragosa,Marcelo,D-M,120000.0,124285.0,2009,Club Deportivo Chivas,Saragosa_Marcelo
CHV,Stepanovic,Bojan,M,120000.0,121750.0,2009,Club Deportivo Chivas,Stepanovic_Bojan
CHV,Suarez,Claudio,D,75000.0,75000.0,2009,Club Deportivo Chivas,Suarez_Claudio
CHV,Talley,Carey,D,128256.0,128256.0,2009,Club Deportivo Chivas,Talley_Carey
CHV,Thomas,Shavar,D,104500.0,108250.0,2009,Club Deportivo Chivas,Thomas_Shavar
CHV,Thornton,Zach,GK,52500.0,55000.0,2009,Club Deportivo Chivas,Thornton_Zach
CHV,Trujillo,Mariano,M,90000.0,90000.0,2009,Club Deportivo Chivas,Trujillo_Mariano
CHV,Victorine,Sasha,M,125000.0,135000.0,2009,Club Deportivo Chivas,Victorine_Sasha
CHV,Zamora,Cesar,M,20100.0,20100.0,2009,Club Deportivo Chivas,Zamora_Cesar
CHV,Borja,Carlos,M,40000.0,40000.0,2010,Club Deportivo Chivas,Borja_Carlos
CHV,Bornstein,Jonathan,D,100000.0,100000.0,2010,Club Deportivo Chivas,Bornstein_Jonathan
CHV,Braun,Justin,F,65000.0,67500.0,2010,Club Deportivo Chivas,Braun_Justin
CHV,Chijindu,Chukwudi,M,40000.0,40000.0,2010,Club Deportivo Chivas,Chijindu_Chukwudi
CHV,Cuesta,Yamin,D,42000.0,44500.0,2010,Club Deportivo Chivas,Cuesta_Yamin
CHV,Delgado,Dario,D,42000.0,42000.0,2010,Club Deportivo Chivas,Delgado_Dario
CHV,Espinoza,Rodolfo,M,216000.0,218500.0,2010,Club Deportivo Chivas,Espinoza_Rodolfo
CHV,Flores,Jorge,F,40000.0,40000.0,2010,Club Deportivo Chivas,Flores_Jorge
CHV,Galindo,Maykel,F,96498.0,96498.0,2010,Club Deportivo Chivas,Galindo_Maykel
CHV,Gavin,Blair,M,50000.0,69000.0,2010,Club Deportivo Chivas,Gavin_Blair
CHV,Gordon,Alan,F,87731.0,87731.0,2010,Club Deportivo Chivas,Gordon_Alan
CHV,Jazic,Ante,D,105000.0,113500.0,2010,Club Deportivo Chivas,Jazic_Ante
CHV,Kennedy,Dan,GK,54996.0,54996.0,2010,Club Deportivo Chivas,Kennedy_Dan
CHV,Lahoud,Michael,M,45100.0,54475.0,2010,Club Deportivo Chivas,Lahoud_Michael
CHV,Lillingston,Eduardo,F,100000.0,100000.0,2010,Club Deportivo Chivas,Lillingston_Eduardo
CHV,Maldonado,Giancarlo,F,204000.0,204000.0,2010,Club Deportivo Chivas,Maldonado_Giancarlo
CHV,Mayen,Gerson,M,40000.0,40000.0,2010,Club Deportivo Chivas,Mayen_Gerson
CHV,Nagamura,Paulo,M,192000.0,197500.0,2010,Club Deportivo Chivas,Nagamura_Paulo
CHV,Padilla,Jesus Andres,F,48000.0,48000.0,2010,Club Deportivo Chivas,Padilla_Jesus Andres
CHV,Romero,Osael,M,80000.0,85500.0,2010,Club Deportivo Chivas,Romero_Osael
CHV,Saragosa,Marcelo,D-M,130000.0,134285.0,2010,Club Deportivo Chivas,Saragosa_Marcelo
CHV,Thornton,Zach,GK,145000.0,152500.0,2010,Club Deportivo Chivas,Thornton_Zach
CHV,Trujillo,Mariano,M,94500.0,94500.0,2010,Club Deportivo Chivas,Trujillo_Mariano
CHV,Umana,Michael,D,132000.0,144312.0,2010,Club Deportivo Chivas,Umana_Michael
CHV,Zamora,Cesar,M,40000.0,40000.0,2010,Club Deportivo Chivas,Zamora_Cesar
CHV,Zemanski,Ben,M,40000.0,40000.0,2010,Club Deportivo Chivas,Zemanski_Ben
CHV,Zizzo,Sal,F,60000.0,68250.0,2010,Club Deportivo Chivas,Zizzo_Sal
CHV,Zotinca,Alex,D,60000.0,60000.0,2010,Club Deportivo Chivas,Zotinca_Alex
CHV,Angel,Juan Pablo,F,1000000.0,1250000.0,2011,Club Deportivo Chivas,Angel_Juan Pablo
CHV,Arias,Sergio,GK,45000.0,45000.0,2011,Club Deportivo Chivas,Arias_Sergio
CHV,Bowen,Tristan,F,75000.0,106363.0,2011,Club Deportivo Chivas,Bowen_Tristan
CHV,Boyens,Andrew,D,60000.0,60000.0,2011,Club Deportivo Chivas,Boyens_Andrew
CHV,Braun,Justin,F,85000.0,87500.0,2011,Club Deportivo Chivas,Braun_Justin
CHV,Chijindu,Chukwudi,M,42000.0,42000.0,2011,Club Deportivo Chivas,Chijindu_Chukwudi
CHV,Cortez,Chris,F,32604.0,32604.0,2011,Club Deportivo Chivas,Cortez_Chris
CHV,Courtois,Laurent,M,60000.0,206000.0,2011,Club Deportivo Chivas,Courtois_Laurent
CHV,De La Fuente,Bryan,M,50400.0,52200.0,2011,Club Deportivo Chivas,De La Fuente_Bryan
CHV,Elliot,Simon,M,75000.0,79000.0,2011,Club Deportivo Chivas,Elliot_Simon
CHV,Estupinan,Victor,F,42000.0,52000.0,2011,Club Deportivo Chivas,Estupinan_Victor
CHV,Flores,Jorge,F,60000.0,61666.0,2011,Club Deportivo Chivas,Flores_Jorge
