Club,Last Name,First Name,Pos,Base Salary,Compensation,Year,Team,uniquename
DCU,Addlery,Nicholas,F,36000.0,36000.0,2007,DCU United,Addlery_Nicholas
DCU,Arguez,Bryan,D-M,45000.0,76200.0,2007,DCU United,Arguez_Bryan
DCU,Boswell,Robert,D,30870.0,30870.0,2007,DCU United,Boswell_Robert
DCU,Burch,Marc,D,30000.0,30000.0,2007,DCU United,Burch_Marc
DCU,Carreiro da Silva,Fred,M-F,190008.0,222008.0,2007,DCU United,Carreiro da Silva_Fred
DCU,Carroll,Brian,M,115000.0,118750.0,2007,DCU United,Carroll_Brian
DCU,Carroll,Jeff,D-M,12900.0,12900.0,2007,DCU United,Carroll_Jeff
DCU,Crowe,Shawn,GK,12900.0,12900.0,2007,DCU United,Crowe_Shawn
DCU,DeRoux,Stephen,M,12900.0,12900.0,2007,DCU United,DeRoux_Stephen
DCU,Dyachenko,Rod,M,17700.0,17700.0,2007,DCU United,Dyachenko_Rod
DCU,Emilio,Luciano,F,265000.0,293125.0,2007,DCU United,Emilio_Luciano
DCU,Gomez,Cristian,M,216000.0,218500.0,2007,DCU United,Gomez_Cristian
DCU,Gros,Joshua,M,72500.0,75000.0,2007,DCU United,Gros_Joshua
DCU,Kpene,Guy,F,30000.0,30000.0,2007,DCU United,Kpene_Guy
DCU,McTavish,Devon,M,30000.0,30000.0,2007,DCU United,McTavish_Devon
DCU,Mediate,Stanton,M-F,30000.0,30000.0,2007,DCU United,Mediate_Stanton
DCU,Moose,Justin,M,17700.0,17700.0,2007,DCU United,Moose_Justin
DCU,Moreno,Jaime,F,250000.0,275000.0,2007,DCU United,Moreno_Jaime
DCU,Mupier,Mira,F,12900.0,12900.0,2007,DCU United,Mupier_Mira
DCU,Namoff,Bryan,D,85000.0,88750.0,2007,DCU United,Namoff_Bryan
DCU,Nolly,Jay,GK,36000.0,36000.0,2007,DCU United,Nolly_Jay
DCU,North,Brad,F,12900.0,12900.0,2007,DCU United,North_Brad
DCU,Olsen,Ben,M,155000.0,177500.0,2007,DCU United,Olsen_Ben
DCU,Perkins,Troy,GK,85000.0,87500.0,2007,DCU United,Perkins_Troy
DCU,Simms,Clyde,M,52500.0,53750.0,2007,DCU United,Simms_Clyde
DCU,Vanney,Greg,D,216667.0,236667.0,2007,DCU United,Vanney_Greg
DCU,Walker,Jamil,M-F,30870.0,30870.0,2007,DCU United,Walker_Jamil
DCU,Burch,Marc,D,33000.0,33000.0,2008,DCU United,Burch_Marc
DCU,Carreiro da Silva,Fred,M,210000.0,242000.0,2008,DCU United,Carreiro da Silva_Fred
DCU,Carroll,Jeff,D,12900.0,12900.0,2008,DCU United,Carroll_Jeff
DCU,Carroll,Pat,D,12900.0,12900.0,2008,DCU United,Carroll_Pat
DCU,Cordeiro,Ryan,M,17700.0,17700.0,2008,DCU United,Cordeiro_Ryan
DCU,Crayton,Louis,GK,168000.0,175857.0,2008,DCU United,Crayton_Louis
DCU,Doe,Francis,F,33000.0,40500.0,2008,DCU United,Doe_Francis
DCU,Dyachenko,Rod,M,33000.0,33000.0,2008,DCU United,Dyachenko_Rod
DCU,Emilio,Luciano,F,720000.0,758857.0,2008,DCU United,Emilio_Luciano
DCU,Gallardo,Marcelo,M,1500000.0,1874006.0,2008,DCU United,Gallardo_Marcelo
DCU,Guerrero,Ivan,M,140000.0,147000.0,2008,DCU United,Guerrero_Ivan
DCU,Janicki,Greg,D,12900.0,12900.0,2008,DCU United,Janicki_Greg
DCU,Khumalo,Thabiso,F,33000.0,33000.0,2008,DCU United,Khumalo_Thabiso
DCU,Kirk,Quavas,M,100000.0,136500.0,2008,DCU United,Kirk_Quavas
DCU,Koroma,Ibrahim,D,17700.0,17700.0,2008,DCU United,Koroma_Ibrahim
DCU,Martinez,Gonzalo,D,228000.0,244750.0,2008,DCU United,Martinez_Gonzalo
DCU,McTavish,Devon,D,33000.0,33000.0,2008,DCU United,McTavish_Devon
DCU,Mediate,Domenic,M,33000.0,33000.0,2008,DCU United,Mediate_Domenic
DCU,Miller,Ryan,D,12900.0,12900.0,2008,DCU United,Miller_Ryan
DCU,Moreno,Jaime,F,275000.0,275000.0,2008,DCU United,Moreno_Jaime
DCU,Namoff,Bryan,D,95000.0,98750.0,2008,DCU United,Namoff_Bryan
DCU,Olsen,Ben,M,215000.0,215000.0,2008,DCU United,Olsen_Ben
DCU,Peralta,Gonzalo,D,180000.0,199000.0,2008,DCU United,Peralta_Gonzalo
DCU,Quaranta,Santino,M,35000.0,35000.0,2008,DCU United,Quaranta_Santino
DCU,Simms,Clyde,M,57750.0,59000.0,2008,DCU United,Simms_Clyde
DCU,Stratford,Dan,M,17700.0,17700.0,2008,DCU United,Stratford_Dan
DCU,Thompson,Craig,M,12900.0,12900.0,2008,DCU United,Thompson_Craig
DCU,Thorpe,James,GK,12900.0,12900.0,2008,DCU United,Thorpe_James
DCU,Vide,Joe,M,17700.0,19128.0,2008,DCU United,Vide_Joe
DCU,Wells,Zachary,GK,52920.0,52920.0,2008,DCU United,Wells_Zachary
DCU,Zaher,Mike,D,12900.0,12900.0,2008,DCU United,Zaher_Mike
DCU,Allen,Ely,M-F,15300.0,15300.0,2009,DCU United,Allen_Ely
DCU,Barklage,Brandon,M-F,20100.0,20100.0,2009,DCU United,Barklage_Brandon
DCU,Burch,Marc,D,60000.0,62500.0,2009,DCU United,Burch_Marc
DCU,Carreiro,Fred,M-F,225000.0,257000.0,2009,DCU United,Carreiro_Fred
DCU,DiRaimondo,John,M,20100.0,20100.0,2009,DCU United,DiRaimondo_John
DCU,Emilio,Luciano,F,720000.0,758857.0,2009,DCU United,Emilio_Luciano
DCU,Gomez,Christian,M,255000.0,321250.0,2009,DCU United,Gomez_Christian
DCU,Habarugira,David,D,48000.0,55500.0,2009,DCU United,Habarugira_David
DCU,Hamid,Bill,GK,20100.0,26766.0,2009,DCU United,Hamid_Bill
DCU,Jacobson,Andrew,M,34000.0,34000.0,2009,DCU United,Jacobson_Andrew
DCU,Jakovic,Dejan,D,90000.0,108812.0,2009,DCU United,Jakovic_Dejan
DCU,James,Julius,D,42350.0,51100.0,2009,DCU United,James_Julius
DCU,Janicki,Greg,D,34000.0,34000.0,2009,DCU United,Janicki_Greg
DCU,John,Avery,D,60000.0,63625.0,2009,DCU United,John_Avery
DCU,Khumalo,Thabiso,M-F,34650.0,34650.0,2009,DCU United,Khumalo_Thabiso
DCU,Kocic,Milos,GK,20100.0,20100.0,2009,DCU United,Kocic_Milos
DCU,McTavish,Devon,D-M,50000.0,52500.0,2009,DCU United,McTavish_Devon
DCU,Moreno,Jaime,F,350000.0,355000.0,2009,DCU United,Moreno_Jaime
DCU,Namoff,Bryan,D,100000.0,105000.0,2009,DCU United,Namoff_Bryan
DCU,N'Silu,Ange,F,65004.0,76254.0,2009,DCU United,N'Silu_Ange
DCU,Olsen,Ben,M,225000.0,225000.0,2009,DCU United,Olsen_Ben
DCU,Pontius,Chris,M-F,36000.0,66000.0,2009,DCU United,Pontius_Chris
DCU,Quaranta,Santino,M-F,70000.0,72500.0,2009,DCU United,Quaranta_Santino
DCU,Shipalane,Tiyiselani,M,15300.0,16300.0,2009,DCU United,Shipalane_Tiyiselani
DCU,Simms,Clyde,M,150000.0,156000.0,2009,DCU United,Simms_Clyde
DCU,Szetela,Danny,M,90000.0,90000.0,2009,DCU United,Szetela_Danny
DCU,Vaughn,Lawson,D,34650.0,34650.0,2009,DCU United,Vaughn_Lawson
DCU,Wallace,Rodney,D-M,55000.0,104000.0,2009,DCU United,Wallace_Rodney
DCU,Wicks,Josh,GK,42000.0,42000.0,2009,DCU United,Wicks_Josh
DCU,Allsopp,Danny,F,180000.0,217500.0,2010,DCU United,Allsopp_Danny
DCU,Barklage,Brandon,M-F,40000.0,40000.0,2010,DCU United,Barklage_Brandon
DCU,Boskovic,Branko,M,380000.0,516200.0,2010,DCU United,Boskovic_Branko
DCU,Burch,Marc,D,79000.0,81500.0,2010,DCU United,Burch_Marc
DCU,Cristman,Adam,F,40000.0,40000.0,2010,DCU United,Cristman_Adam
DCU,Graye,Jordan,D,40000.0,40000.0,2010,DCU United,Graye_Jordan
DCU,Hamid,Bill,GK,40000.0,46666.0,2010,DCU United,Hamid_Bill
DCU,Hernandez,Pablo,F,240000.0,249090.0,2010,DCU United,Hernandez_Pablo
DCU,Jakovic,Dejan,D,147600.0,167102.0,2010,DCU United,Jakovic_Dejan
DCU,James,Julius,D,52085.0,61460.0,2010,DCU United,James_Julius
DCU,King,Stephen,M,40000.0,40000.0,2010,DCU United,King_Stephen
DCU,McTavish,Devon,D-M,70000.0,72500.0,2010,DCU United,McTavish_Devon
DCU,Moreno,Jaime,F,160000.0,185000.0,2010,DCU United,Moreno_Jaime
DCU,Morsink,Kurt,M,40000.0,40000.0,2010,DCU United,Morsink_Kurt
DCU,Najar,Andy,M-F,39000.0,58995.0,2010,DCU United,Najar_Andy
DCU,Pena,Juan,D,40000.0,40000.0,2010,DCU United,Pena_Juan
DCU,Perkins,Troy,GK,200000.0,205000.0,2010,DCU United,Perkins_Troy
DCU,Pontius,Chris,M-F,100000.0,100000.0,2010,DCU United,Pontius_Chris
DCU,Quaranta,Santino,M-F,105000.0,107500.0,2010,DCU United,Quaranta_Santino
DCU,Quinn,Andrew,GK,40008.0,40008.0,2010,DCU United,Quinn_Andrew
DCU,Rice,Barry,D,40000.0,40000.0,2010,DCU United,Rice_Barry
DCU,Shanosky,Conor,D,31250.0,37135.0,2010,DCU United,Shanosky_Conor
DCU,Simms,Clyde,M,165000.0,171000.0,2010,DCU United,Simms_Clyde
DCU,Talley,Carey,D,99996.0,99996.0,2010,DCU United,Talley_Carey
DCU,Wallace,Rodney,D-M,75000.0,124000.0,2010,DCU United,Wallace_Rodney
DCU,Zayner,Jed,D,57000.0,60875.0,2010,DCU United,Zayner_Jed
DCU,Barklage,Brandon,M,42000.0,43566.0,2011,DCU United,Barklage_Brandon
DCU,Boskovic,Branko,M,389166.0,525366.0,2011,DCU United,Boskovic_Branko
DCU,Brettschneider,Blake,F,42000.0,42000.0,2011,DCU United,Brettschneider_Blake
DCU,Burch,Marc,D,95000.0,97500.0,2011,DCU United,Burch_Marc
DCU,Cronin,Steve,GK,72000.0,72000.0,2011,DCU United,Cronin_Steve
DCU,Da Luz,Austin,M,44000.0,82375.0,2011,DCU United,Da Luz_Austin
DCU,Davies,Charlie,F,184620.0,244870.0,2011,DCU United,Davies_Charlie
DCU,DeRosario,Dwayne,M,425000.0,493750.0,2011,DCU United,DeRosario_Dwayne
DCU,Hamid,Bill,GK,55000.0,69750.0,2011,DCU United,Hamid_Bill
DCU,Jakovic,Dejan,D,181600.0,201643.0,2011,DCU United,Jakovic_Dejan
DCU,King,Stephen,M,44000.0,46500.0,2011,DCU United,King_Stephen
DCU,Kitchen,Perry,D,62750.0,148200.0,2011,DCU United,Kitchen_Perry
DCU,Korb,Chris,D,42000.0,42000.0,2011,DCU United,Korb_Chris
DCU,McDonald,Brandon,M,45000.0,45000.0,2011,DCU United,McDonald_Brandon
DCU,McTavish,Devon,D-M,50000.0,50000.0,2011,DCU United,McTavish_Devon
DCU,Morsink,Kurt,M,62000.0,63500.0,2011,DCU United,Morsink_Kurt
DCU,Najar,Andy,M-F,125000.0,155800.0,2011,DCU United,Najar_Andy
DCU,Ngwenya,Joseph,M-F,156000.0,156000.0,2011,DCU United,Ngwenya_Joseph
DCU,Pontius,Chris,M-F,125000.0,136250.0,2011,DCU United,Pontius_Chris
DCU,Quaranta,Santino,M-F,115000.0,117500.0,2011,DCU United,Quaranta_Santino
DCU,Shanosky,Conor,D,55000.0,69218.0,2011,DCU United,Shanosky_Conor
DCU,Simms,Clyde,M,173250.0,179250.0,2011,DCU United,Simms_Clyde
DCU,White,Ethan,D,55000.0,71000.0,2011,DCU United,White_Ethan
DCU,Willis,Joe,GK,42000.0,42000.0,2011,DCU United,Willis_Joe
DCU,Wolff,Josh,F,160000.0,160000.0,2011,DCU United,Wolff_Josh
DCU,Woolard,Daniel,D,50000.0,50000.0,2011,DCU United,Woolard_Daniel
DCU,Zayner,Jed,D,66500.0,70375.0,2011,DCU United,Zayner_Jed
DCU,Augusto,Raphael,M,44004.0,44004.0,2012,DCU United,Augusto_Raphael
DCU,Boskovic,Branko,M,195240.0,242340.0,2012,DCU United,Boskovic_Branko
DCU,Chabala,Michael,M,75000.0,83333.0,2012,DCU United,Chabala_Michael
DCU,Deleon,Nick,M,44000.0,79000.0,2012,DCU United,Deleon_Nick
DCU,DeRosario,Dwayne,M,617857.0,663190.0,2012,DCU United,DeRosario_Dwayne
DCU,Dudar,Emiliano,D,225000.0,238333.0,2012,DCU United,Dudar_Emiliano
DCU,Dykstra,Andrew,GK,44004.0,44004.0,2012,DCU United,Dykstra_Andrew
DCU,Hamid,Bill,GK,70000.0,84750.0,2012,DCU United,Hamid_Bill
DCU,Jakovic,Dejan,D,208000.0,228043.0,2012,DCU United,Jakovic_Dejan
DCU,King,Stephen,M,65000.0,67500.0,2012,DCU United,King_Stephen
DCU,Kitchen,Perry,D,85500.0,170950.0,2012,DCU United,Kitchen_Perry
DCU,Korb,Chris,D,44100.0,44100.0,2012,DCU United,Korb_Chris
DCU,McDonald,Brandon,M,220000.0,258250.0,2012,DCU United,McDonald_Brandon
DCU,Najar,Andy,M-F,150000.0,180800.0,2012,DCU United,Najar_Andy
DCU,Neal,Lewis,M,44004.0,47004.0,2012,DCU United,Neal_Lewis
DCU,Pajoy,Lionard,F,180000.0,195000.0,2012,DCU United,Pajoy_Lionard
DCU,Pontius,Chris,M-F,155000.0,166250.0,2012,DCU United,Pontius_Chris
DCU,Rozeboom,Lance,M,33756.0,33756.0,2012,DCU United,Rozeboom_Lance
DCU,Russell,Robbie,D-M,107000.0,109919.0,2012,DCU United,Russell_Robbie
DCU,Salihi,Hamdi,F,305460.0,487460.0,2012,DCU United,Salihi_Hamdi
DCU,Santos,Maicon,F,106400.0,113833.0,2012,DCU United,Santos_Maicon
DCU,Saragosa,Marcelo,M,70000.0,74333.0,2012,DCU United,Saragosa_Marcelo
DCU,Shanosky,Conor,D,70000.0,84218.0,2012,DCU United,Shanosky_Conor
DCU,Tan,Long,F,44000.0,44000.0,2012,DCU United,Tan_Long
DCU,White,Ethan,D,70000.0,86000.0,2012,DCU United,White_Ethan
DCU,Willis,Joe,GK,44100.0,44100.0,2012,DCU United,Willis_Joe
DCU,Wolff,Josh,F,80004.0,80004.0,2012,DCU United,Wolff_Josh
DCU,Woolard,Daniel,D,56250.0,56250.0,2012,DCU United,Woolard_Daniel
DCU,DeLeon,Nick,M,70400.0,105400.0,2013,DCU United,DeLeon_Nick
DCU,DeRosario,Dwayne,M,600000.0,645333.0,2013,DCU United,DeRosario_Dwayne
DCU,Doyle,Conor,F,46500.0,46500.0,2013,DCU United,Doyle_Conor
DCU,Dykstra,Andrew,GK,46500.0,46500.0,2013,DCU United,Dykstra_Andrew
DCU,Hamid,Bill,GK,75000.0,89750.0,2013,DCU United,Hamid_Bill
DCU,Iapichino,Dennis,D,110000.0,110000.0,2013,DCU United,Iapichino_Dennis
DCU,Jakovic,Dejan,D,280000.0,303341.0,2013,DCU United,Jakovic_Dejan
DCU,Jeffrey,Jared,M,54000.0,60200.0,2013,DCU United,Jeffrey_Jared
DCU,Kemp,Taylor,D,35125.0,35125.0,2013,DCU United,Kemp_Taylor
DCU,Kitchen,Perry,D,105000.0,190450.0,2013,DCU United,Kitchen_Perry
DCU,Korb,Chris,D,49613.0,49613.0,2013,DCU United,Korb_Chris
DCU,Martin,Collin,M,35125.0,49291.0,2013,DCU United,Martin_Collin
DCU,Neal,Lewis,M,90000.0,96440.0,2013,DCU United,Neal_Lewis
DCU,Nyassi,Sainey,M,88200.0,94950.0,2013,DCU United,Nyassi_Sainey
DCU,Pajoy,Lionard,F,190000.0,205000.0,2013,DCU United,Pajoy_Lionard
DCU,Pontius,Chris,M-F,330000.0,361000.0,2013,DCU United,Pontius_Chris
DCU,Porter,Kyle,M,46500.0,54992.0,2013,DCU United,Porter_Kyle
DCU,Riley,James,D,140000.0,145750.0,2013,DCU United,Riley_James
DCU,Ruiz,Carlos,F,75000.0,75000.0,2013,DCU United,Ruiz_Carlos
DCU,Saragosa,Marcelo,M,110000.0,110000.0,2013,DCU United,Saragosa_Marcelo
DCU,Seaton,Michael,F,35125.0,38125.0,2013,DCU United,Seaton_Michael
DCU,Shanosky,Conor,D,75000.0,89218.0,2013,DCU United,Shanosky_Conor
DCU,Silva,Luis,M,70400.0,105400.0,2013,DCU United,Silva_Luis
DCU,Syamsir,Alam,M,46500.0,46500.0,2013,DCU United,Syamsir_Alam
DCU,Thorrington,John,M,150000.0,150000.0,2013,DCU United,Thorrington_John
DCU,Townsend,Casey,F,56650.0,91650.0,2013,DCU United,Townsend_Casey
DCU,White,Ethan,D,75000.0,91000.0,2013,DCU United,White_Ethan
DCU,Willis,Joe,GK,46500.0,46500.0,2013,DCU United,Willis_Joe
DCU,Woolard,Daniel,D,100000.0,100000.0,2013,DCU United,Woolard_Daniel
DCU,Arnaud,Davy,M,212500.0,212500.0,2014,DCU United,Arnaud_Davy
DCU,Attakora,Nana,D,62500.0,65575.0,2014,DCU United,Attakora_Nana
DCU,Birnbaum,Steven,D,55000.0,85000.0,2014,DCU United,Birnbaum_Steven
DCU,Boswell,Bobby,D,189666.0,189666.0,2014,DCU United,Boswell_Bobby
DCU,Caskey,Alex,M,48825.0,48825.0,2014,DCU United,Caskey_Alex
DCU,DeLeon,Nick,M,85690.0,120690.0,2014,DCU United,DeLeon_Nick
DCU,Doyle,Conor,F,48500.0,49750.0,2014,DCU United,Doyle_Conor
DCU,Dykstra,Andrew,GK,48825.0,48825.0,2014,DCU United,Dykstra_Andrew
DCU,Espindola,Fabian,F,150000.0,150000.0,2014,DCU United,Espindola_Fabian
DCU,Estrada,David,F,48825.0,48825.0,2014,DCU United,Estrada_David
DCU,Franklin,Sean,D,178333.0,209999.0,2014,DCU United,Franklin_Sean
DCU,Hamid,Bill,GK,100000.0,114750.0,2014,DCU United,Hamid_Bill
DCU,Inkoom,Samuel,D,84000.0,103875.0,2014,DCU United,Inkoom_Samuel
DCU,Jeffrey,Jared,M,65000.0,71200.0,2014,DCU United,Jeffrey_Jared
DCU,Johnson,Eddie,F,505000.0,613333.0,2014,DCU United,Johnson_Eddie
DCU,Kemp,Taylor,D,36504.0,36504.0,2014,DCU United,Kemp_Taylor
DCU,Kitchen,Perry,D,143500.0,228950.0,2014,DCU United,Kitchen_Perry
DCU,Korb,Chris,D,90000.0,97298.0,2014,DCU United,Korb_Chris
DCU,Martin,Collin,M,55000.0,69166.0,2014,DCU United,Martin_Collin
DCU,Neal,Lewis,M,100000.0,106440.0,2014,DCU United,Neal_Lewis
DCU,Opare,Kofi,D,48500.0,48500.0,2014,DCU United,Opare_Kofi
DCU,Parke,Jeff,D,215000.0,235500.0,2014,DCU United,Parke_Jeff
DCU,Pontius,Chris,M-F,350000.0,381000.0,2014,DCU United,Pontius_Chris
DCU,Porter,Kyle,M,52313.0,60955.0,2014,DCU United,Porter_Kyle
DCU,Robinson,Jalen,D,55000.0,67000.0,2014,DCU United,Robinson_Jalen
DCU,Rolfe,Chris,F,210000.0,225000.0,2014,DCU United,Rolfe_Chris
DCU,Seaton,Michael,F,48500.0,51500.0,2014,DCU United,Seaton_Michael
DCU,Shanosky,Conor,D,36500.0,36500.0,2014,DCU United,Shanosky_Conor
DCU,Silva,Luis,M,99440.0,134440.0,2014,DCU United,Silva_Luis
DCU,Willis,Joe,GK,48825.0,48825.0,2014,DCU United,Willis_Joe
DCU,Aguilar,Miguel,M,60000.0,60000.0,2015,DCU United,Aguilar_Miguel
DCU,Arnaud,Davy,M,212500.0,212500.0,2015,DCU United,Arnaud_Davy
DCU,Arrieta,Jairo,F,150000.0,165000.0,2015,DCU United,Arrieta_Jairo
DCU,Birnbaum,Steven,D,66000.0,96000.0,2015,DCU United,Birnbaum_Steven
DCU,Boswell,Bobby,D,200000.0,200000.0,2015,DCU United,Boswell_Bobby
DCU,Coria,Facundo,M,60000.0,70375.0,2015,DCU United,Coria_Facundo
DCU,DeLeon,Nick,M,116259.0,151259.0,2015,DCU United,DeLeon_Nick
DCU,Doyle,Conor,F,60000.0,61250.0,2015,DCU United,Doyle_Conor
DCU,Dykstra,Andrew,GK,60000.0,60000.0,2015,DCU United,Dykstra_Andrew
DCU,Espindola,Fabian,F,175000.0,175000.0,2015,DCU United,Espindola_Fabian
DCU,Farfan,Michael,M,120000.0,120000.0,2015,DCU United,Farfan_Michael
DCU,Franklin,Sean,D,202500.0,234166.0,2015,DCU United,Franklin_Sean
DCU,Halsti,Markus,M,275000.0,336833.0,2015,DCU United,Halsti_Markus
DCU,Hamid,Bill,GK,360000.0,405500.0,2015,DCU United,Hamid_Bill
DCU,Jeffrey,Jared,M,68250.0,74450.0,2015,DCU United,Jeffrey_Jared
DCU,Kemp,Taylor,D,60000.0,60000.0,2015,DCU United,Kemp_Taylor
DCU,Kitchen,Perry,D,172000.0,257450.0,2015,DCU United,Kitchen_Perry
DCU,Korb,Chris,D,99000.0,106479.0,2015,DCU United,Korb_Chris
DCU,Martin,Collin,M,70000.0,84166.0,2015,DCU United,Martin_Collin
DCU,Mishu,Luke,D,50000.0,50000.0,2015,DCU United,Mishu_Luke
DCU,Opare,Kofi,D,60000.0,60000.0,2015,DCU United,Opare_Kofi
DCU,Pontius,Chris,M-F,365000.0,396000.0,2015,DCU United,Pontius_Chris
DCU,Robinson,Jalen,D,70000.0,82000.0,2015,DCU United,Robinson_Jalen
DCU,Rolfe,Chris,F,210000.0,225000.0,2015,DCU United,Rolfe_Chris
DCU,Saborio,Alvaro,F,400000.0,493333.0,2015,DCU United,Saborio_Alvaro
DCU,Worra,Travis,GK,50000.0,50000.0,2015,DCU United,Worra_Travis
DCU,Acosta,Luciano,M-F,327272.0,429272.0,2016,DCU United,Acosta_Luciano
DCU,Aguilar,Miguel,M,63000.0,63000.0,2016,DCU United,Aguilar_Miguel
DCU,Arnaud,Davy,M,212500.0,212500.0,2016,DCU United,Arnaud_Davy
DCU,Birnbaum,Steven,D,86350.0,116350.0,2016,DCU United,Birnbaum_Steven
DCU,Boswell,Bobby,D,260000.0,260000.0,2016,DCU United,Boswell_Bobby
DCU,Buescher,Julian,M,70000.0,84700.0,2016,DCU United,Buescher_Julian
DCU,DeLeon,Nick,M,235000.0,235000.0,2016,DCU United,DeLeon_Nick
DCU,Durkin,Chris,D-M,51504.0,60670.0,2016,DCU United,Durkin_Chris
DCU,Dykstra,Andrew,GK,75000.0,85700.0,2016,DCU United,Dykstra_Andrew
DCU,Franklin,Sean,D,225000.0,256666.0,2016,DCU United,Franklin_Sean
DCU,Hamid,Bill,GK,325000.0,370500.0,2016,DCU United,Hamid_Bill
DCU,Horton,Charlie,GK,69999.0,76166.0,2016,DCU United,Horton_Charlie
DCU,Igboananike,Kennedy,F,800000.0,901666.0,2016,DCU United,Igboananike_Kennedy
DCU,Jeffrey,Jared,M,71662.0,77862.0,2016,DCU United,Jeffrey_Jared
DCU,Kamara,Alhaji,F,51500.0,59750.0,2016,DCU United,Kamara_Alhaji
DCU,Kemp,Taylor,D,100000.0,100000.0,2016,DCU United,Kemp_Taylor
DCU,Korb,Chris,D,108900.0,116379.0,2016,DCU United,Korb_Chris
DCU,Mancini,Andrea,F,82500.0,82500.0,2016,DCU United,Mancini_Andrea
DCU,Martin,Collin,M,75000.0,89166.0,2016,DCU United,Martin_Collin
DCU,Mishu,Luke,D,62500.0,62500.0,2016,DCU United,Mishu_Luke
DCU,Mullins,Patrick,F,96250.0,126250.0,2016,DCU United,Mullins_Patrick
DCU,Neagle,Lamar,M-F,185000.0,187833.0,2016,DCU United,Neagle_Lamar
DCU,Nyarko,Patrick,M-F,210000.0,225750.0,2016,DCU United,Nyarko_Patrick
DCU,Opare,Kofi,D,90000.0,105000.0,2016,DCU United,Opare_Kofi
DCU,Robinson,Jalen,D,75000.0,87000.0,2016,DCU United,Robinson_Jalen
DCU,Rolfe,Chris,F,257500.0,272500.0,2016,DCU United,Rolfe_Chris
DCU,Saborio,Alvaro,F,420000.0,535500.0,2016,DCU United,Saborio_Alvaro
DCU,Sam,Lloyd,M-F,230000.0,240000.0,2016,DCU United,Sam_Lloyd
DCU,Sarvas,Marcelo,M,360000.0,425000.0,2016,DCU United,Sarvas_Marcelo
DCU,Vincent,Rob,M-F,62508.0,62508.0,2016,DCU United,Vincent_Rob
DCU,Worra,Travis,GK,53472.0,53472.0,2016,DCU United,Worra_Travis
DCU,Acosta,Luciano,M-F,500000.0,602000.0,2017,DCU United,Acosta_Luciano
DCU,Arriola,Paul,M,336000.0,350000.0,2017,DCU United,Arriola_Paul
DCU,Birnbaum,Steven,D,474996.0,499996.0,2017,DCU United,Birnbaum_Steven
DCU,Brown,Deshorn,F,264996.0,337329.0,2017,DCU United,Brown_Deshorn
DCU,Buescher,Julian,M,80000.0,94700.0,2017,DCU United,Buescher_Julian
DCU,Canouse,Russell,M,65000.0,65000.0,2017,DCU United,Canouse_Russell
DCU,Clark,Steven,GK,72000.0,72000.0,2017,DCU United,Clark_Steven
DCU,DeLeon,Nick,M,255000.0,255000.0,2017,DCU United,DeLeon_Nick
DCU,Durkin,Chris,D-M,70000.0,79166.0,2017,DCU United,Durkin_Chris
DCU,Franklin,Sean,D,258756.0,283756.0,2017,DCU United,Franklin_Sean
DCU,Hamid,Bill,GK,350000.0,395500.0,2017,DCU United,Hamid_Bill
DCU,Harkes,Ian,M,90000.0,123237.0,2017,DCU United,Harkes_Ian
DCU,Jeffrey,Jared,M,105000.0,115000.0,2017,DCU United,Jeffrey_Jared
DCU,Kemp,Taylor,D,120000.0,120000.0,2017,DCU United,Kemp_Taylor
DCU,Klenofsky,Eric,GK,53004.0,56754.0,2017,DCU United,Klenofsky_Eric
DCU,Korb,Chris,D,65004.0,71004.0,2017,DCU United,Korb_Chris
DCU,Miranda,Bruno,F,53000.0,57476.0,2017,DCU United,Miranda_Bruno
DCU,Mullins,Patrick,F,114125.0,144125.0,2017,DCU United,Mullins_Patrick
DCU,Nyarko,Patrick,M-F,235000.0,250750.0,2017,DCU United,Nyarko_Patrick
DCU,Odoi-Atsem,Chris,D,65000.0,72500.0,2017,DCU United,Odoi-Atsem_Chris
DCU,Opare,Kofi,D,105000.0,120000.0,2017,DCU United,Opare_Kofi
DCU,Robinson,Jalen,D,69996.0,69996.0,2017,DCU United,Robinson_Jalen
DCU,Rolfe,Chris,F,275000.0,275000.0,2017,DCU United,Rolfe_Chris
DCU,Sam,Lloyd,M-F,240000.0,250000.0,2017,DCU United,Sam_Lloyd
DCU,Sarvas,Marcelo,M,360000.0,425000.0,2017,DCU United,Sarvas_Marcelo
DCU,Stieber,Zoltan,M,99999.0,99999.0,2017,DCU United,Stieber_Zoltan
DCU,Vincent,Rob,M-F,65633.0,65633.0,2017,DCU United,Vincent_Rob
DCU,Worra,Travis,GK,65625.0,65625.0,2017,DCU United,Worra_Travis
LAG,Albright,Chris,D-M,142500.0,142500.0,2007,LAG Galaxy,Albright_Chris
LAG,Beckham,David,M,5500000.0,6500000.0,2007,LAG Galaxy,Beckham_David
LAG,Buddle,Edson,F,140000.0,150000.0,2007,LAG Galaxy,Buddle_Edson
LAG,Cannon,Joe,GK,192000.0,192000.0,2007,LAG Galaxy,Cannon_Joe
LAG,Caso,Mike,M,12900.0,12900.0,2007,LAG Galaxy,Caso_Mike
LAG,Cronin,Steve,GK,34728.0,42228.0,2007,LAG Galaxy,Cronin_Steve
LAG,Donovan,Landon,F,900000.0,900000.0,2007,LAG Galaxy,Donovan_Landon
LAG,Friesz,Lance,GK,12900.0,12900.0,2007,LAG Galaxy,Friesz_Lance
